Tópico,Palavras,Pesos
263,"data, levou, dias, persistencia, segurar, conhecia, exito, 96, paralisacao, 15","[0.1822, 0.1629, 0.1414, 0.1358, 0.1229, 0.1206, 0.116, 0.1154, 0.1056, 0.1025]"
264,"forcacapitao, patrimoniais, messias, patrioticos, elesimbolsonaroorgulhonacional, resgatar, economicos, conduza, fechadocombolsonaro, jair","[0.0555, 0.0555, 0.0553, 0.0513, 0.0508, 0.0463, 0.046, 0.0451, 0.042, 0.0408]"
265,"obrigado, user, lucro, abencoe, benefica, proprietario, retirado, plataforma, freshdfx, neinscrypto","[0.23, 0.1429, 0.1357, 0.1337, 0.131, 0.1016, 0.0995, 0.0832, 0.0758, 0.067]"
266,"mostrou, crime, silva, alemao, acobertamento, abreviatura, desmoralizante, facinorosos, perturbador, avacalhacao","[0.0335, 0.0313, 0.0279, 0.0278, 0.0214, 0.0214, 0.0214, 0.0214, 0.0214, 0.0214]"
267,"relatorio, dizer, bandeira, nunnnnnnnca, souber, resumindo, jogado, fraudada, bosta, revolta","[0.0597, 0.0465, 0.045, 0.0439, 0.0434, 0.0422, 0.0413, 0.041, 0.0396, 0.0394]"
268,"firmai, turbados, jeffinho, fortalecei, trementes, joelhos, serve, dizei, trevas, fracas","[0.055, 0.055, 0.055, 0.055, 0.055, 0.0531, 0.0524, 0.0501, 0.0438, 0.0418]"
269,"podeis, chorar, pare, esforco, divulguem, minutos, herculeo, mago, patrioticas, suficientes","[0.0365, 0.0333, 0.0249, 0.0226, 0.0225, 0.022, 0.0195, 0.019, 0.018, 0.0178]"
270,"derci, amo, foto, jesus, satnas, queima, temente, ok, explicar, recebi","[0.8427, 0.6941, 0.5313, 0.1357, 0.0969, 0.0647, 0.0545, 0.0514, 0.048, 0.0383]"
271,"legitima, desta, incrivel, plataforma, empresa, gracas, tao, atraves, ajudar, confiavel","[0.2653, 0.2512, 0.2072, 0.1678, 0.1371, 0.1192, 0.1165, 0.1147, 0.1014, 0.0705]"
272,"gobekli, tepe, templos, imagens, rebelalliance, desmentem, cabulosos, abracado, templo, dialogos","[0.0617, 0.0617, 0.0594, 0.0546, 0.052, 0.051, 0.051, 0.047, 0.0443, 0.0407]"
273,"deus, mundo, , , , , , , , ","[0.1623, 0.0514, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
274,"podcast, roubam, caras, bateuuuuu, falso, canal, esao, cafageste, divulgacao, visualizacoes","[0.2736, 0.2247, 0.1851, 0.1479, 0.1405, 0.0872, 0.0812, 0.0812, 0.0652, 0.0626]"
275,"policia, bandidagem, policiais, policias, denuncias, saciou, insinuem, chefoes, armacoes, bolinha","[0.0394, 0.0364, 0.0357, 0.0325, 0.0286, 0.0257, 0.0257, 0.0257, 0.0257, 0.0257]"
276,"canal, carpado, twist, nine, duplo, clique, michele, mantenhase, juntese, dama","[0.0956, 0.0955, 0.0955, 0.0891, 0.0808, 0.0765, 0.07, 0.0695, 0.0686, 0.0648]"
277,"use, 00hs, amarela, leitores, verde, soberano, camisa, comunistas, nenhumas, desaconselhar","[0.0217, 0.0175, 0.0153, 0.0139, 0.013, 0.0127, 0.0119, 0.0114, 0.0104, 0.0104]"
278,"canoa, divirtace, blues, festival, blogspot, quebrada, edicao, evento, shows, fortaleza","[0.1003, 0.0962, 0.0852, 0.0745, 0.0719, 0.0483, 0.0358, 0.034, 0.0277, 0.0273]"
279,"sangue, jesus, poder, acorrentado, presioso, lobisomem, gelei, rakeados, repreenda, image","[0.31, 0.1055, 0.0968, 0.0646, 0.0646, 0.0646, 0.0646, 0.0646, 0.0601, 0.0593]"
280,"pio, carta, paz, benedetto, lamis, padre, cerase, rafaelina, frei, san","[0.0331, 0.0303, 0.0267, 0.0257, 0.0257, 0.0226, 0.022, 0.022, 0.0203, 0.0201]"
281,"bencao, preces, eterno, es, israel, ouve, salvacao, bendito, sejas, dus","[0.0576, 0.0422, 0.0417, 0.0402, 0.036, 0.0332, 0.0323, 0.0315, 0.031, 0.0299]"
282,"agro, pecuaria, agrocombolsonaro, bombar, economia, produziu, trilhao, sextou, impulsiona, petralhas","[0.1649, 0.0842, 0.0484, 0.0478, 0.0474, 0.0473, 0.0473, 0.0473, 0.0456, 0.0448]"
283,"obrigado, amanda, lucro, consigo, consegui, dormir, agradecer, recomendado, abencoar, lucros","[0.082, 0.0684, 0.0639, 0.0631, 0.0579, 0.0579, 0.0567, 0.0565, 0.0554, 0.0534]"
284,"abencoara, amelia, maravilhosa, grato, apoiar, plataforma, pedro, sempre, obrigado, adriana","[0.3564, 0.3389, 0.2901, 0.2318, 0.2304, 0.1706, 0.1568, 0.1413, 0.1085, 0.0918]"
285,"sociedade, viuse, alertalos, generais, clube, chefe, tantas, expressar, absurdo, supremo","[0.0292, 0.0267, 0.0265, 0.0221, 0.0221, 0.0209, 0.0205, 0.0204, 0.0204, 0.0202]"
286,"terrabrasilnoticias, falem, amanha, politica, cristaos, falar, discursa, diz, hoje, neutralidade","[0.3282, 0.273, 0.1528, 0.1386, 0.1332, 0.117, 0.1116, 0.0731, 0.0707, 0.0651]"
287,"cole, conservadores, disfarcado, peco, petista, copie, novamente, difamar, desenformar, descobrimos","[0.0875, 0.0719, 0.0688, 0.0661, 0.0617, 0.0609, 0.0578, 0.0556, 0.0548, 0.0542]"
288,"ateus, agnosticos, ateu, esquerdistas, ateismo, simbolos, maconaria, deuses, influencia, odiariam","[0.2519, 0.1335, 0.1093, 0.0666, 0.0463, 0.0411, 0.0396, 0.0384, 0.0379, 0.036]"
289,"cole, publicando, cartao, disfarcado, peco, desenformar, copie, conservadores, novamente, difamar","[0.0927, 0.0915, 0.0906, 0.0729, 0.07, 0.0663, 0.0646, 0.0643, 0.0613, 0.0589]"
290,"trump, comunistanazifascistas, knight, jb, lavada, eleitoral, comunistanazifascista, ditatorial, retirando, feudalista","[0.0312, 0.0245, 0.0167, 0.0167, 0.0157, 0.0153, 0.0149, 0.0142, 0.0136, 0.0128]"
291,"jb, 48, 45, 47, 46, algoritmo, luladrao, apuracao, ll, 44","[0.1364, 0.0501, 0.0488, 0.0451, 0.0414, 0.0354, 0.0352, 0.0315, 0.0279, 0.0276]"
292,"higiene, itens, 11983308937, embu, bitencourt, artes, caminhoneiros, regis, vaquinha, sabonete","[0.2554, 0.2328, 0.1485, 0.1485, 0.1469, 0.1469, 0.1445, 0.1441, 0.1441, 0.1329]"
293,"pill, red, sachs, inscreva, canal, sarscov2, destruicoes, inversoes, prevalecendo, revistaoeste","[0.0753, 0.0705, 0.0532, 0.0483, 0.0456, 0.0415, 0.0372, 0.0372, 0.0364, 0.0346]"
294,"desespero, bateu, branca, apelar, sentiram, uol, folha, 2009, materia, maquina","[0.5062, 0.4854, 0.211, 0.2074, 0.1496, 0.1285, 0.1237, 0.106, 0.0991, 0.0976]"
295,"notem, cuidado, perfis, perfil, postando, grupos, tentando, pro, pessoal, trocando","[0.0975, 0.096, 0.081, 0.0767, 0.0755, 0.0671, 0.0649, 0.0632, 0.062, 0.0574]"
296,"novena, compartilhei, youtube, assista, rezar, profecias, confira, venha, 1o, impressionante","[0.1087, 0.0981, 0.0946, 0.0907, 0.0744, 0.07, 0.0689, 0.0673, 0.0663, 0.0642]"
297,"edir, nome, jesus, picaretas, elohi, nunes, cabalista, waldomiro, glauco, oantagonista","[0.0513, 0.0435, 0.0407, 0.0402, 0.0402, 0.0397, 0.0369, 0.0369, 0.0369, 0.0369]"
298,"adim, sentir, grato, feliz, plataforma, desta, obrigado, mim, bencoes, angular","[0.2768, 0.1761, 0.1686, 0.1623, 0.1263, 0.1054, 0.0972, 0.0901, 0.0796, 0.0741]"
299,"universidades, cursos, criou, kristof, insistiu, transformalos, militantes, emancipar, omitiu, diretorios","[0.056, 0.0422, 0.0341, 0.0287, 0.0287, 0.0287, 0.0285, 0.0278, 0.0274, 0.0274]"
300,"ordemeprogresso, faxina, virarmos, uniaofazforca, potencia, bolsonaropresidente22, deuspatriafamilialiberdade, estabelecida, eleger, tarcisio","[0.1585, 0.1377, 0.1355, 0.1233, 0.1232, 0.1232, 0.106, 0.0968, 0.0897, 0.086]"
301,"fabulacoes, confunde, la, decrepitude, cerradas, sobrancelhas, comportamental, flacida, musculatura, alcoolismo","[0.0365, 0.0222, 0.0221, 0.0215, 0.0215, 0.0215, 0.0215, 0.0215, 0.0215, 0.0211]"
302,"conhecer, perfeito, venha, salvar, parar, junto, irmaos, 24, mil, fez","[0.2227, 0.217, 0.1733, 0.1688, 0.1593, 0.1498, 0.1203, 0.1129, 0.1003, 0.0864]"
303,"youtu, be, lula, pobre, diz, defende, youtube, pt, bater, ditaduras","[0.0772, 0.0766, 0.0612, 0.0421, 0.0378, 0.0355, 0.0345, 0.0279, 0.0275, 0.026]"
304,"b704895968b945a68c53170908e2e53b, aderencia, utensilios, resistindo, doando, basicos, abandonaremos, contribua, probolsonaro, ficando","[0.0774, 0.0774, 0.0761, 0.0749, 0.0739, 0.0649, 0.0649, 0.0636, 0.0575, 0.057]"
305,"intercessao, estabelecida, levantando, clamor, consciencia, unir, chegou, atraves, vontade, igreja","[0.4915, 0.1847, 0.1685, 0.1364, 0.1228, 0.1174, 0.1169, 0.0786, 0.0716, 0.0693]"
306,"bencao, dus, sejas, eterno, bendito, bondade, outorga, cura, abencoa, es","[0.0809, 0.073, 0.0627, 0.0553, 0.0531, 0.0368, 0.0366, 0.0349, 0.0342, 0.0323]"
307,"perguntas, 250, questoes, dificeis, responder, material, polemicas, diacono, respondelas, descomplicada","[0.1025, 0.083, 0.0717, 0.0642, 0.0634, 0.0591, 0.052, 0.0511, 0.0511, 0.0511]"
308,"slogan, passeata, vide, mail, ativa, capitais, aceitaremos, mega, fisep, continencia","[0.0825, 0.0792, 0.078, 0.078, 0.0765, 0.076, 0.0746, 0.073, 0.0721, 0.0715]"
309,"inscritos, comprovantes, telegran, capturas, 330, 349, 292, informante, mira, postando","[0.0514, 0.0324, 0.0274, 0.026, 0.026, 0.026, 0.0255, 0.025, 0.0246, 0.0236]"
310,"saia, cole, desinformar, lancar, peco, salafrario, adm, atrapalhando, acompanhe, copie","[0.0722, 0.0713, 0.061, 0.0541, 0.0538, 0.0533, 0.0526, 0.0523, 0.05, 0.0497]"
311,"declaramos, justos, 94, declare, salmos, condenam, decretos, inocentes, alinharse, honrarte","[0.1266, 0.0995, 0.0596, 0.0592, 0.0589, 0.0573, 0.0492, 0.0473, 0.045, 0.045]"
312,"excluirem, oficial, conservadores, telegram, acompanhe, oficiais, vindos, messias, convido, reeleito","[0.1536, 0.1202, 0.1111, 0.0959, 0.0901, 0.0875, 0.0827, 0.0765, 0.0752, 0.0665]"
313,"criacoes, verdadecensurada, gettr, globalistas, participe, siga, acesse, vassalos, globalista, genero","[0.0884, 0.0858, 0.0606, 0.0604, 0.0565, 0.0523, 0.0519, 0.0507, 0.0468, 0.0404]"
314,"bloquearam, tentamos, dividindo, jejuem, outras, alertar, mandarem, leiam, orem, acordem","[0.1567, 0.1435, 0.1387, 0.137, 0.1295, 0.1135, 0.1072, 0.0961, 0.0851, 0.0791]"
315,"vcs, enganados, grupos, telegran, postando, news, videos, fake, serio, estao","[0.04, 0.0355, 0.0299, 0.0298, 0.0288, 0.0287, 0.0271, 0.0258, 0.024, 0.0239]"
316,"vazios, tire, parte, sincronizada, portoes, prejudicando, excessiva, aglomeracao, banners, misteriosa","[0.0792, 0.0596, 0.0472, 0.0458, 0.0454, 0.045, 0.0446, 0.0446, 0.0438, 0.0435]"
317,"referem, vincular, defendendo, hino, manifestar, poderao, musica, sabendo, colocando, oficiais","[0.074, 0.0733, 0.0589, 0.056, 0.0557, 0.0539, 0.0533, 0.0529, 0.052, 0.0499]"
318,"desperta, invierta, ganar, brasilia, provar, salve, senhor, 10, 2o, jejum","[0.0469, 0.0275, 0.0248, 0.0239, 0.0142, 0.0142, 0.0133, 0.0117, 0.0115, 0.0113]"
319,"nordestino, azul, nordeste, servicos, podre, colegas, verdades, brasileiro, conversar, cenario","[0.201, 0.1657, 0.1265, 0.0981, 0.0979, 0.0882, 0.0791, 0.0791, 0.076, 0.0758]"
320,"elnavega, ganhos, admin, acabei, receber, obrigado, abencoe, aprovada, marcus, diretor","[0.6341, 0.4413, 0.3842, 0.3403, 0.25, 0.2092, 0.1645, 0.0465, 0.0403, 0.0337]"
321,"votar, idosos, pleito, amanha, 8hs, disponham, fraudeleicao, repouso, asilos, inss","[0.0436, 0.0429, 0.0392, 0.0274, 0.0266, 0.0266, 0.0266, 0.0255, 0.025, 0.025]"
322,"ewzipdz42veynzjh, janeiro, rj, rio, relate, digitando, chame, administradores, convite, envie","[0.0629, 0.0529, 0.0525, 0.0466, 0.0309, 0.0308, 0.0308, 0.0307, 0.0306, 0.0304]"
323,"lamentavel, ve, comunista, socialistas, votar, politico, ocialista, diganaoditadurapt, apoia, ptnuncamais","[0.0653, 0.0421, 0.0369, 0.028, 0.027, 0.0258, 0.0248, 0.0206, 0.0194, 0.0185]"
324,"senhor, gloria, levantaivos, levantai, entradas, sela, eternas, rei, entrara, 1jo","[0.044, 0.028, 0.0269, 0.026, 0.026, 0.0238, 0.0224, 0.02, 0.0183, 0.0168]"
325,"auditados, sos, gritem, bossonaro, armadas, barulho, fumando, vans, sequir, triplicar","[0.0581, 0.0554, 0.0405, 0.0356, 0.0257, 0.0251, 0.0246, 0.0246, 0.0246, 0.0242]"
326,"anjos, anjo, sejanos, livreis, decaidos, calcaras, atormentam, yausha, afastam, ocorrer","[0.0634, 0.0366, 0.0364, 0.0364, 0.0364, 0.0345, 0.0345, 0.0338, 0.0313, 0.0311]"
327,"rezarmos, senhora, exu, convido, odeia, interceda, consagra, novena, italia2022, pede","[0.0633, 0.0605, 0.0558, 0.0532, 0.0504, 0.0481, 0.0464, 0.0438, 0.0399, 0.0394]"
