Tópico,Palavras,Pesos
922,"piperno, graeml, lapada, shorts, constantino, cristina, toma, lacrar, destruido, pensandodireita","[0.3855, 0.22, 0.2105, 0.1623, 0.1295, 0.1156, 0.1078, 0.0704, 0.0659, 0.0423]"
923,"concorda, sim, perguntas, possa, beneficios, casar, assistencialismo, lgbts, homossexuais, monopolio","[0.044, 0.0253, 0.0159, 0.0132, 0.0131, 0.0124, 0.0124, 0.0123, 0.012, 0.0117]"
924,"recordar, vitorino, moralizar, combater, edmilson, cicero, indiciada, indiciado, viver, furto","[0.0827, 0.0537, 0.0532, 0.0486, 0.0485, 0.0428, 0.038, 0.0356, 0.0319, 0.0283]"
925,"negros, elegeram, entorpecentes, elege, deputados, apreende, venceram, toneladas, elegem, direita","[0.1856, 0.0793, 0.0726, 0.0705, 0.0614, 0.0515, 0.0468, 0.0448, 0.0422, 0.0325]"
926,"envie, voto, comprovante, grupo, foto, contagem, 22, selecione, aderir, ap","[0.0532, 0.0285, 0.0186, 0.0118, 0.0116, 0.0094, 0.0094, 0.0073, 0.0068, 0.006]"
927,"carregas, fostes, traido, inocente, achar, culpa, ama, lacracoes, ousamos, arido","[0.0473, 0.0461, 0.0442, 0.0393, 0.0289, 0.021, 0.0189, 0.0168, 0.0168, 0.0168]"
928,"sujas, acontecera, ibirapuera, aceitaremos, kozel, endereco, sargento, sudeste, traga, mario","[0.0558, 0.0463, 0.0422, 0.0397, 0.0393, 0.034, 0.0329, 0.0319, 0.0278, 0.0264]"
929,"ajudando, c0e7f404bd4e4729b1f1f86359c669e5, caminhoneiros, agua, agradecemos, mantimentos, ajudar, criamos, lanches, higienico","[0.0534, 0.0528, 0.0497, 0.0473, 0.0415, 0.0412, 0.0396, 0.0379, 0.0343, 0.0314]"
930,"modelos, maquinas, 2020, anteriores, maquina, modelo, auditadas, mesma, antigas, auditaveis","[0.0628, 0.0536, 0.0441, 0.0315, 0.0294, 0.0291, 0.0288, 0.0264, 0.0229, 0.0221]"
931,"penoticiaoficial, pirata, fujao, visitamos, comentario, pub, recife, astral, night, agira","[0.0613, 0.049, 0.0447, 0.0359, 0.035, 0.0318, 0.031, 0.0303, 0.0286, 0.0269]"
932,"distorcao, ampliar, nega, pingos, is, ideia, celso, daniel, denuncia, entrevista","[0.1343, 0.0841, 0.0583, 0.058, 0.0537, 0.047, 0.042, 0.0345, 0.0343, 0.0326]"
933,"fdr, 5r, r5jr, nnnn, r5j, jpp, r5jl, estimulante, r5, r5jvkw","[0.4179, 0.2287, 0.2287, 0.2287, 0.2287, 0.2287, 0.2287, 0.2287, 0.2287, 0.2287]"
934,"banqueiros, bancos, bancarias, lucrativos, debito, bancarios, demostram, compensadas, amarrando, nessecitados","[0.0674, 0.0563, 0.027, 0.0239, 0.0211, 0.0202, 0.0198, 0.0198, 0.0198, 0.0198]"
935,"notificacoes, unirmos, aperte, dobro, flow, sininho, dantas, encaminhe, colocou, claudio","[0.0497, 0.0469, 0.0466, 0.0451, 0.0398, 0.0396, 0.0392, 0.0375, 0.0339, 0.0334]"
936,"apuracoes, tecnicos, perceberam, generais, oficializavam, adulteracoes, pentagono, paravam, conjuntamente, adulterados","[0.0743, 0.056, 0.0432, 0.0328, 0.0279, 0.0275, 0.0275, 0.0275, 0.0275, 0.0273]"
937,"klein, lapada, amanda, desespera, shorts, toma, debocha, motta, virada, lacrar","[0.147, 0.1432, 0.1272, 0.125, 0.1196, 0.0977, 0.075, 0.0701, 0.0622, 0.0605]"
938,"crescimento, ipespe, abrapel, 631, ibrape, sobem, liberadas, balanco, reafirma, avassalador","[0.1059, 0.1025, 0.0958, 0.0784, 0.0744, 0.0677, 0.066, 0.0568, 0.0524, 0.046]"
939,"radicalmente, favorecer, reportagens, muda, enaltece, corretos, unirmos, notificacoes, encaminhe, aperte","[0.1208, 0.0826, 0.0666, 0.0479, 0.0385, 0.0351, 0.0336, 0.0317, 0.0298, 0.0297]"
940,"vigilante, maicomdionisio, votados, curtida, porte, ative, faixa, conservador, jogador, sininho","[0.1488, 0.1228, 0.0864, 0.0691, 0.0568, 0.0506, 0.0464, 0.0461, 0.0418, 0.0408]"
941,"kawai, hd, download, ilimitado, tik, tok, tim, ilimitada, vagina, iptv","[0.1189, 0.1166, 0.0994, 0.0943, 0.0868, 0.0868, 0.0831, 0.0574, 0.051, 0.051]"
942,"ironiza, improvisado, rascunho, evangelicos, marcha, deflagra, lavagem, carta, ilegal, assinou","[0.1626, 0.0917, 0.0858, 0.0745, 0.0744, 0.0569, 0.051, 0.051, 0.0456, 0.0451]"
943,"portalmanaus24h, artigo, art, 142, entenda, inciso, constituicao, inelegibilidade, 1994, ss1o","[0.0825, 0.0473, 0.0374, 0.0362, 0.0311, 0.0286, 0.0282, 0.0263, 0.0233, 0.0213]"
944,"69, 71, estados, df, 61, 67, 60, 72, arrependera, renovado","[0.0278, 0.0274, 0.025, 0.0249, 0.024, 0.0202, 0.019, 0.0182, 0.0171, 0.0171]"
945,"respeitadas, ron, fragilizado, desantis, lulismo, seguido, obtem, esmagadora, bolsonarismo, florida","[0.0915, 0.0912, 0.0894, 0.085, 0.0826, 0.0637, 0.0618, 0.0618, 0.0542, 0.0467]"
946,"petrocarmo, comboio, patos, maor, estacione, estaremos, podermos, pelotao, sairmos, criterio","[0.0652, 0.0534, 0.0445, 0.041, 0.0405, 0.0352, 0.0343, 0.0328, 0.0326, 0.0301]"
947,"verita, 552, crava, 360, nagoia, instituto, ouviu, indice, 95, 286","[0.1113, 0.0912, 0.0814, 0.0792, 0.0727, 0.0563, 0.0516, 0.046, 0.0445, 0.0437]"
948,"assistirmos, ibope, nefasta, pagina, wsnj, globolixo, oficial, debate, foraglobolixo, youtube","[0.2216, 0.2084, 0.1906, 0.0904, 0.0693, 0.0627, 0.0496, 0.0465, 0.0385, 0.0373]"
949,"mega, fit, wifi, fixo, instalacao, brisa, juliana, fibra, 89, disponibilidade","[0.0652, 0.0636, 0.0537, 0.0468, 0.046, 0.0434, 0.0333, 0.0332, 0.0328, 0.0304]"
950,"suspenso, positivo, azul, celebridades, diretor, curitiba, colegio, mandam, amarelo, sorte","[0.1711, 0.1108, 0.1041, 0.1019, 0.1009, 0.0811, 0.0783, 0.0628, 0.0623, 0.0536]"
951,"dosimetria, empurrando, fervem, apuracao, lesapatria, paralela, repetindo, novidades, metodo, aecio","[0.0675, 0.0649, 0.0643, 0.0604, 0.0595, 0.0594, 0.0566, 0.0546, 0.0482, 0.0475]"
952,"preocupasse, lira, curtida, continuidade, confessa, pronuncia, eleito, postagem, gafe, educacao","[0.0933, 0.0593, 0.0518, 0.051, 0.0469, 0.042, 0.0311, 0.0301, 0.0294, 0.0242]"
953,"rua, pra, rrespostem, grupos, vamooos, respostem, todos, acordem, cima, repassem","[0.1352, 0.0533, 0.0365, 0.0037, 0.0022, 0.0012, 0.001, 0.0006, 0.0003, 0.0002]"
954,"ospingosnosis, cuida, insconsistencias, armadas, eletronico, forcas, isento, publicam, fenomenal, relatorio","[0.049, 0.034, 0.028, 0.0267, 0.0264, 0.0238, 0.0227, 0.0209, 0.0203, 0.0194]"
955,"crescimento, dolar, pesquisam, mostravam, bolsa, mercado, previsao, opera, aumenta, economico","[0.0728, 0.0701, 0.0617, 0.0566, 0.0546, 0.0512, 0.0469, 0.0463, 0.046, 0.0435]"
956,"latina, continente, america, dao, parabenizam, ditaduras, esperanca, matik, bilateral, ditadores","[0.1371, 0.1138, 0.0981, 0.0629, 0.0612, 0.0498, 0.0416, 0.0353, 0.0293, 0.0289]"
957,"politicaaovivo, indicam, rebeca, martins, deputada, inteiro, bolsonaristas, estadual, voto, brasil","[0.455, 0.3579, 0.2964, 0.1957, 0.1816, 0.145, 0.1271, 0.0891, 0.0256, 0.0064]"
958,"faz, fez, , , , , , , , ","[0.4142, 0.0155, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
959,"espere, triglicerides, nozes, farinaceos, legumes, glicose, castanhas, arterial, arrumada, indispensaveis","[0.1265, 0.0398, 0.0398, 0.0398, 0.039, 0.0386, 0.0383, 0.0383, 0.0383, 0.0383]"
960,"convidado, incomoda, ausencia, fujao, diziam, sabatina, vermelho, tocantins, empate, honra","[0.0567, 0.0533, 0.0403, 0.04, 0.0386, 0.0368, 0.0364, 0.0346, 0.0337, 0.03]"
961,"doam, dallagnol, deltan, defere, localiza, tre, conclui, ype, socios, declarar","[0.1648, 0.1442, 0.135, 0.1205, 0.1169, 0.1112, 0.0835, 0.0816, 0.0735, 0.0573]"
962,"sbt, estourar, 30h, participar, espectadores, audiencia, reunir, ola, sexta, biblias","[0.107, 0.057, 0.056, 0.053, 0.051, 0.0499, 0.042, 0.0404, 0.0358, 0.0299]"
963,"indio, comeria, verdadeiro, poderaopovo, dizendo, acompanharia, surucucus, carne, comer, cozinhada","[0.2883, 0.2539, 0.0899, 0.0654, 0.0573, 0.0562, 0.0562, 0.0409, 0.0397, 0.0396]"
964,"atrito, pombagira, assessores, umbanda, apaga, tweet, xango, posta, folhadapolitica, velho","[0.2428, 0.2169, 0.1988, 0.1916, 0.1875, 0.151, 0.1307, 0.1168, 0.083, 0.0735]"
965,"organizada, kwaivideo, vida, bom, ter, , , , , ","[0.443, 0.0958, 0.0849, 0.0811, 0.0601, 0.0, 0.0, 0.0, 0.0, 0.0]"
966,"salario, 400, presidencial, anuncia, 2023, minimo, aumento, 359, debate, reduziria","[0.0761, 0.0744, 0.0723, 0.0631, 0.0592, 0.0545, 0.0477, 0.046, 0.036, 0.0335]"
967,"arruaceiros, italia, italiana, gritando, porrada, levaram, achavam, enviou, militante, faccao","[0.2497, 0.136, 0.1295, 0.1068, 0.1028, 0.0986, 0.0937, 0.0907, 0.083, 0.08]"
968,"relatando, encaminhado, competentes, fraldes, pdf, paginas, inteira, realizada, eletronicas, autoridades","[0.0959, 0.0959, 0.0907, 0.0903, 0.0876, 0.0742, 0.0678, 0.0556, 0.0462, 0.0412]"
969,"traicoes, enganados, enviem, ffaas, infografico, encontrarm, iremos, permitir, aceitamos, candidatos","[0.0633, 0.0413, 0.0346, 0.0333, 0.0306, 0.0269, 0.0239, 0.0236, 0.0231, 0.0217]"
970,"transmita, feriram, esperancoso, iniquidades, fortalecendo, legiao, governando, eliminar, protecao, sofrido","[0.0533, 0.0479, 0.0475, 0.0467, 0.0463, 0.0415, 0.0406, 0.0368, 0.0367, 0.0365]"
971,"virtual, recorre, plenario, aras, barrar, pingos, is, fake, decisao, alfabetizacao","[0.0869, 0.0859, 0.0852, 0.0773, 0.0731, 0.0414, 0.0383, 0.0365, 0.0283, 0.0268]"
972,"consignado, desconta, auxilio, comeca, 2a, taxacao, poderaopovo, folhadapolitica, regras, discussao","[0.0807, 0.0537, 0.0529, 0.0383, 0.0364, 0.0344, 0.0324, 0.031, 0.0295, 0.0292]"
973,"subindo, agravara, conduzam, manifestarmos, imputar, desacato, ocorrerem, ajudara, conduzido, toquem","[0.0148, 0.0131, 0.0131, 0.013, 0.013, 0.0129, 0.0129, 0.0127, 0.0126, 0.0126]"
974,"vivoooooo, dupliquem, comprovacao, reservou, fraude, acessem, servidor, omandato, coisam, diplomou","[0.0587, 0.0375, 0.0298, 0.0297, 0.0287, 0.025, 0.0231, 0.0227, 0.0227, 0.0227]"
975,"iniciado, views, super, entrara, gusttavo, neymar, live, lima, likes, cia","[0.0675, 0.0604, 0.0587, 0.0549, 0.0473, 0.0399, 0.0386, 0.032, 0.0295, 0.0294]"
976,"disparado, brasmarket, numeros, britanica, verita, empatados, revista, confirma, mostra, empate","[0.1276, 0.0863, 0.0719, 0.0636, 0.0597, 0.0497, 0.0376, 0.0374, 0.0362, 0.0351]"
977,"user, ae, ultimo, by, gato, irmao, padre, chance, feito, vc","[0.228, 0.0675, 0.0483, 0.0414, 0.0364, 0.0308, 0.0211, 0.0182, 0.0162, 0.0152]"
978,"marcam, impactante, ansiedade, decisivo, aguarda, relatorio, apresentar, publicam, data, clubes","[0.083, 0.0787, 0.0668, 0.0649, 0.0626, 0.0447, 0.0386, 0.0346, 0.0272, 0.0256]"
979,"baguncar, postar, checadores, links, participe, enviadas, siganos, identificar, parabenizou, entrar","[0.1128, 0.0558, 0.0527, 0.0488, 0.046, 0.0409, 0.0361, 0.0297, 0.0292, 0.0292]"
980,"bocahomens, cagando, carae, bosta, vomitando, minja, mijando, carlinhos, estrupado, viado","[0.0583, 0.0551, 0.0509, 0.0499, 0.0485, 0.0455, 0.0365, 0.0342, 0.0316, 0.0254]"
981,"resgata, m0rtes, m0rreram, lut0, malafaia, silas, alckmin, maconaria, queridos, viraliza","[0.1613, 0.1183, 0.1183, 0.1165, 0.1124, 0.1034, 0.0933, 0.091, 0.0562, 0.0537]"
982,"magnavita, explodindo, arrebentando, superlive, entrara, gusttavo, correio, recortes, consorcio, falas","[0.1674, 0.1632, 0.1552, 0.138, 0.1361, 0.1089, 0.1033, 0.0986, 0.0923, 0.0785]"
983,"afastado, informa, augusto, pan, nunes, chamar, jovem, concede, decide, inocentado","[0.1255, 0.0949, 0.0807, 0.0762, 0.0752, 0.0743, 0.0683, 0.0679, 0.0452, 0.0394]"
984,"iptu, utilizacao, propriedade, compulsorios, peuc, pcr, edificacao, progressivo, terrenos, funcao","[0.0545, 0.0448, 0.0424, 0.041, 0.041, 0.0393, 0.0381, 0.0362, 0.0345, 0.0325]"
985,"habitantes, ba, 351votos, antas, xique, 192, mortos, novacores, guananbim, 548","[0.0747, 0.061, 0.0422, 0.0405, 0.0403, 0.0391, 0.0271, 0.0265, 0.0265, 0.0265]"
986,"imensamente, roupas, ddds, femininas, solteira, agradecida, size, links, sozinha, venda","[0.1011, 0.0767, 0.0651, 0.0651, 0.0634, 0.0619, 0.0602, 0.057, 0.0527, 0.0496]"
987,"argentinos, sustentabilidade, acreditado, arrepende, agenciabrasil, roupas, producaocultural, 2oh44, claudiosilveira, dragaofashionbrasil","[0.0566, 0.0545, 0.0534, 0.0515, 0.0453, 0.0445, 0.0439, 0.0439, 0.0439, 0.0439]"
988,"409, disparado, 1a, brincadeira, conseguiu, emagreca, pardal, 1o, saiu, hotmart","[0.118, 0.0855, 0.0533, 0.0471, 0.037, 0.0359, 0.0354, 0.0346, 0.034, 0.0337]"
989,"microcredito, contratar, inscricoes, oferece, caixa, redebrasilnews, realizar, aplicativo, microempreendedor, mes","[0.2713, 0.1103, 0.0872, 0.0819, 0.0784, 0.066, 0.061, 0.0505, 0.0407, 0.0395]"
990,"anac, prepandemico, movimentacao, turisticas, priorizacao, canadenses, dispensa, australianos, 398, adquiridas","[0.0411, 0.0403, 0.0385, 0.036, 0.036, 0.0353, 0.0348, 0.0346, 0.0341, 0.0334]"
991,"presidios, 2233, anotavam, assentamentos, distribuiu, votos, vot, provisorios, 80, percentuais","[0.0317, 0.0287, 0.0225, 0.022, 0.0183, 0.0178, 0.0159, 0.0154, 0.014, 0.0138]"
992,"lithoralnews, penews, noticiasmundial, caceresnewsmt, umuaramanews, geraisnews, fatosonline, noticiapreta, atrombetanews, caminho","[0.7711, 0.6409, 0.2512, 0.1976, 0.1082, 0.1082, 0.1082, 0.0895, 0.0574, 0.0457]"
993,"provaremos, compartilha, baixe, 70, fraudar, entra, querendo, 03, puder, telegram","[0.0795, 0.0587, 0.0447, 0.0404, 0.0361, 0.0288, 0.0253, 0.024, 0.0239, 0.0217]"
994,"protege, continuara, gayer, institutos, gustavo, pesquisa, pensandodireita, fraude, eleitoral, moraes","[0.2187, 0.1808, 0.0951, 0.092, 0.0793, 0.0327, 0.0268, 0.025, 0.0245, 0.0214]"
995,"excluiu, desertores, adaptacao, permitimos, grupo, sacanear, agregando, cansativo, apostou, filma","[0.036, 0.0306, 0.0279, 0.0253, 0.0246, 0.0244, 0.0244, 0.0214, 0.0205, 0.0205]"
996,"globolixo, audiencia, esgoto, chao, direto, bater, debate, assistir, televisao, recorde","[0.0461, 0.04, 0.0388, 0.0362, 0.0353, 0.0344, 0.0335, 0.0323, 0.0296, 0.025]"
997,"desconto, dividas, pgpaf, clientes, anuncia, caixa, descontos, 90, banco, regularizacao","[0.1275, 0.1227, 0.0987, 0.0913, 0.0769, 0.0753, 0.0655, 0.0628, 0.0502, 0.0466]"
998,"segundo, pauleira, subimos, bostanauro, sedo, unioes, turno, descarga, avalanche, descer","[0.0456, 0.0437, 0.0437, 0.04, 0.0362, 0.0362, 0.035, 0.029, 0.0239, 0.0208]"
999,"tvterradaluz, contratada, vulnerabilidades, encontra, fraudar, folhadapolitica, resultados, eletronicas, empresa, auditoria","[0.2697, 0.1631, 0.1214, 0.1055, 0.0904, 0.0845, 0.0573, 0.0538, 0.0531, 0.0452]"
1000,"jus, localdevotacao, tse, br, www, saiu, ainda, nao, , ","[0.6562, 0.0646, 0.052, 0.0213, 0.0159, 0.0119, 0.0024, 0.0002, 0.0, 0.0]"
1001,"obrigam, apoiarem, gayer, gustavo, traficantes, votarem, moradores, organizado, denuncia, pensandodireita","[0.2561, 0.1467, 0.0839, 0.0699, 0.0682, 0.0635, 0.0616, 0.055, 0.0304, 0.0237]"
1002,"doideira, bolsonaronointeligencia, receberemos, habitual, 18h30, papo, samba, 358, ideias, propostas","[0.0721, 0.0465, 0.0455, 0.0429, 0.0395, 0.0354, 0.0337, 0.0335, 0.0304, 0.0303]"
1003,"tribunanacional, portaltche, ecosdanoticia, guiadoinvestidor, frissononline, unicv, seletronic, jaruonline, portalcorreio, diariodotransporte","[1.0372, 0.2031, 0.2031, 0.1112, 0.1112, 0.1112, 0.1112, 0.1112, 0.0959, 0.0959]"
1004,"meirelles, ma, bomba, revela, resgatam, programa, aparelhou, internautas, investigaram, noticia","[0.2082, 0.1191, 0.119, 0.1095, 0.0637, 0.0557, 0.0556, 0.0418, 0.0382, 0.0333]"
1005,"evangelicos, adia, carta, especialista, enganar, portalcidade, divulgacao, rejeicao, deboche, prestar","[0.1668, 0.1138, 0.093, 0.0741, 0.0564, 0.0482, 0.0438, 0.0414, 0.0354, 0.0345]"
1006,"toca, portal, principais, atipico, inmet, intenso, portaltocanews, frio, portalpatriota, preve","[0.1688, 0.0904, 0.0719, 0.0638, 0.0614, 0.0597, 0.0442, 0.0412, 0.0404, 0.0329]"
1007,"desesperada, esposa, oucam, peticao, oficial, dessa, exercito, campeiro, osorio, nahoradanoticia","[0.3497, 0.2019, 0.1911, 0.1859, 0.1026, 0.0913, 0.0415, 0.0359, 0.0287, 0.0252]"
1008,"piada, vid4, conversa, derrubadas, ucrania, altar, espalhem, abraco, agradecer, novos","[0.0567, 0.0566, 0.0481, 0.0455, 0.0392, 0.0364, 0.0358, 0.0325, 0.0263, 0.0254]"
1009,"concordancia, jesus, oracao, clamor, serva, cultos, entro, conduzindo, ligo, pai","[0.0353, 0.0307, 0.0247, 0.0244, 0.0206, 0.0188, 0.0184, 0.0182, 0.0175, 0.0172]"
1010,"exijam, uniformes, caracteristicas, identificacao, confiem, mole, lugares, oficiais, nessas, horizonte","[0.1334, 0.1283, 0.1265, 0.1042, 0.1019, 0.099, 0.0693, 0.0582, 0.0525, 0.0524]"
1011,"noticiasconcursos, enaltece, corretos, globonews, gospelmais, analista, muitainformacao, reconhecer, noticiasnoface, reconhece","[0.1583, 0.1242, 0.1134, 0.1111, 0.1026, 0.0946, 0.0724, 0.0702, 0.0633, 0.0579]"
1012,"lacrar, klein, amanda, acachapante, desmascarada, tentou, shorts, tenta, motta, toma","[0.2974, 0.2023, 0.1751, 0.146, 0.1176, 0.0922, 0.09, 0.0695, 0.0603, 0.049]"
1013,"olha, reverse, reverso, olhai, olhada, olhe, oh, jorge, ai, materia","[0.2884, 0.1819, 0.1505, 0.1205, 0.0821, 0.0716, 0.0519, 0.0424, 0.0307, 0.0288]"
1014,"estacoes, fechou, fechadas, sindicato, venezuela, radios, radio, denunciam, tachira, semana","[0.1507, 0.1108, 0.0739, 0.0577, 0.0509, 0.0477, 0.0459, 0.0354, 0.0291, 0.0283]"
1015,"anjo, ceu, aparece, poderaopovo, brasilia, primavera, guarda, poder, chegou, povo","[0.3988, 0.1969, 0.1809, 0.1195, 0.0801, 0.0545, 0.0333, 0.0322, 0.0184, 0.0145]"
1016,"habitantes, votaram, ba, apertando, antas, xique, fraudadores, 192, fervem, dosimetria","[0.0515, 0.0413, 0.0372, 0.0249, 0.0247, 0.0246, 0.0245, 0.0238, 0.0227, 0.0224]"
1017,"acessepolitica, governadoria, rsrsrsrsrsrsrs, pelobemdobrasil22, haddad, serido360, reverteria, silv, realtimebigdata, mord","[0.0561, 0.0476, 0.0439, 0.041, 0.0297, 0.0279, 0.0261, 0.0261, 0.0261, 0.0261]"
1018,"fato, trapalhao, realidades, ficcao, verdadeiro, evento, realidade, fatos, , ","[0.7561, 0.1837, 0.152, 0.1239, 0.0479, 0.046, 0.0435, 0.0365, 0.0, 0.0]"
1019,"ffa, sos, comunismo, ffaa, socorro, caixinha, mensagem, mascarados, mandar, disseram","[0.0779, 0.0579, 0.0507, 0.0328, 0.0322, 0.0303, 0.0251, 0.0223, 0.0223, 0.021]"
1020,"sofre, tiros, atentado, freitas, tarcisio, sp, urgente, terrabrasilnoticias, retoma, foguete","[0.2219, 0.2133, 0.2017, 0.1746, 0.112, 0.0535, 0.0468, 0.0377, 0.0157, 0.014]"
1021,"danz, opcional, hd, compativel, exclusivos, tablet, 1200, full, series, box","[0.0574, 0.0541, 0.0525, 0.0483, 0.048, 0.0454, 0.0447, 0.0441, 0.0434, 0.043]"
1022,"pedalando, ventosoltando, cantinhodo, ancois, salvapantallas, paralelos, rio, amarras, norte, oiticicas","[0.0546, 0.0546, 0.0546, 0.0546, 0.0546, 0.0515, 0.0463, 0.0386, 0.036, 0.0299]"
1023,"riscar, trainer, personal, adesivo, divulgando, famoso, carros, ficar, riscarem, famosinho","[0.3305, 0.3262, 0.2936, 0.2199, 0.1762, 0.1732, 0.0846, 0.0391, 0.0387, 0.0338]"
1024,"gusttavo, lima, borabrasil, leonardo, declaram, superlive, gigantes, gustavo, comente, fas","[0.1183, 0.1143, 0.1072, 0.0935, 0.0758, 0.0642, 0.057, 0.0547, 0.0484, 0.0411]"
1025,"dilacerou, tebet, declara, liga, moro, formaliza, assinada, remorso, apoiar, simone","[0.0638, 0.0576, 0.0542, 0.0538, 0.0397, 0.0342, 0.0342, 0.0324, 0.0314, 0.0302]"
1026,"secreta, sala, querer, saiu, rapido, compartilhar, grupos, vamos, todos, nao","[0.2182, 0.1684, 0.1663, 0.1477, 0.128, 0.0653, 0.0422, 0.0137, 0.011, 0.0027]"
1027,"fugiram, venezuelanos, 85, recebeu, socialismo, quase, pingos, is, cnv, despolitizar","[0.1687, 0.1061, 0.0854, 0.0702, 0.0666, 0.0467, 0.0434, 0.0401, 0.0247, 0.0239]"
1028,"mordida, encantador, serpentes, cobras, venenosa, cobra, serpente, materializando, vibora, mcearaoficial","[0.1494, 0.1391, 0.134, 0.1236, 0.0831, 0.082, 0.0769, 0.0746, 0.0632, 0.0491]"
1029,"franciscoooooooo, pronuncie, covardia, olha, tao, fazendo, gente, , , ","[0.1357, 0.1354, 0.1295, 0.0697, 0.0682, 0.06, 0.0309, 0.0, 0.0, 0.0]"
1030,"histerica, cantanhede, eliane, debocha, jornalista, descredibilizados, chacota, demonstra, apoios, vira","[0.0931, 0.0873, 0.0822, 0.0724, 0.0692, 0.0691, 0.0658, 0.062, 0.0593, 0.0589]"
1031,"olx, chat, whatsapp, pvh, grupo, jipa, bit, ly, vilhena, marketplace","[0.0559, 0.0482, 0.0411, 0.0283, 0.0191, 0.0165, 0.0161, 0.0158, 0.0147, 0.0144]"
1032,"dino, inelegivel, substituir, prepara, flavio, poderdata, cotado, toyota, tornar, aras","[0.1232, 0.0998, 0.0855, 0.0735, 0.0723, 0.0716, 0.0662, 0.0629, 0.0521, 0.052]"
1033,"criam, tentamos, camelo, rover, land, andava, faceis, fracos, tempos, dificeis","[0.0334, 0.0313, 0.0312, 0.024, 0.0232, 0.0227, 0.0225, 0.0206, 0.0192, 0.0174]"
1034,"freiem, impeto, filha, anez, bolivia, antidemocraticos, apelar, carolina, presa, npqni","[0.087, 0.0824, 0.0695, 0.0672, 0.0658, 0.0651, 0.0632, 0.0622, 0.0611, 0.0587]"
1035,"autoexame, passoapasso, adocante, docinho, chocolate, vidros, garoto, anvisa, aprenda, mama","[0.1688, 0.1589, 0.1547, 0.145, 0.1344, 0.1337, 0.1172, 0.109, 0.0936, 0.0918]"
1036,"israel, netanyahu, vence, vencem, numeros, bibi, obtem, primeiroministro, urgente, aliados","[0.1831, 0.1077, 0.0873, 0.0593, 0.0549, 0.0402, 0.0379, 0.0207, 0.0206, 0.0204]"
1037,"cativou, lapada, shorts, pietra, bertolazzi, lacrador, cecato, sabatina, datena, nikolas","[0.1737, 0.1723, 0.1542, 0.1532, 0.1532, 0.1265, 0.1025, 0.0925, 0.0908, 0.0574]"
1038,"universidades, verbas, educacao, desmente, corte, federais, institutos, organizou, afirma, liberacao","[0.1326, 0.0647, 0.0528, 0.0428, 0.0403, 0.033, 0.0303, 0.0283, 0.0275, 0.0266]"
1039,"espire, eja, fastese, uca, eve, coordenadores, bserve, re, pego, educado","[0.0802, 0.079, 0.079, 0.0784, 0.0779, 0.0772, 0.0747, 0.0713, 0.0703, 0.0671]"
1040,"dissolve, associacoes, cristas, ongs, nicaragua, apoiada, amplia, ditadura, pingos, is","[0.1952, 0.1719, 0.148, 0.1449, 0.1323, 0.0861, 0.0606, 0.0556, 0.054, 0.05]"
1041,"efetivacao, jus, assumiu, titular, divulgando, amplamente, acalmou, plenaria, amparado, pegou","[0.0766, 0.071, 0.0681, 0.0594, 0.0513, 0.0503, 0.0479, 0.0436, 0.0432, 0.0425]"
1042,"fraude, comprovara, waybackmachine, ctza, publicarmos, alan, gravissima, evidencias, fraudes, achem","[0.0248, 0.0241, 0.0241, 0.0241, 0.0241, 0.0219, 0.0206, 0.0199, 0.0195, 0.0183]"
1043,"envie, voto, comprovante, selecione, grupo, 22, contagem, foto, join, aderir","[0.0746, 0.0413, 0.0214, 0.0173, 0.0161, 0.0135, 0.0124, 0.0106, 0.0096, 0.0091]"
1044,"viralizam, infografico, internautas, suposta, economicos, mentiu, imagens, bizarro, flow, publica","[0.1934, 0.165, 0.1463, 0.1087, 0.0831, 0.073, 0.0706, 0.0579, 0.0422, 0.0418]"
1045,"abusiva, 382, sanseverino, discutirao, proibe, presuncao, cintra, contrafatos, violacao, cita","[0.0441, 0.0436, 0.0377, 0.0368, 0.0354, 0.0345, 0.0295, 0.0282, 0.0261, 0.0243]"
1046,"homenageara, notaveis, prestados, niteroi, carrero, ovos, prolula, esclarece, beto, pingos","[0.1288, 0.1265, 0.0989, 0.0961, 0.0929, 0.091, 0.0874, 0.0857, 0.0774, 0.0679]"
1047,"destrincha, jornaldacidadeonline, pretensao, exmamadores, impopularidade, poze, suculentas, ganco, alcaguete, macabra","[0.0487, 0.0472, 0.0436, 0.0401, 0.0401, 0.0401, 0.0401, 0.0401, 0.0378, 0.0367]"
1048,"gazetabrasil, receba, boletim, gazeta, edicao, noticias, substituidas, assine, vagas, vaga","[0.0324, 0.0149, 0.0111, 0.0091, 0.0088, 0.0081, 0.0076, 0.0076, 0.0073, 0.0065]"
1049,"bbc, anta, le, www, cu, mao, rs, alguem, ta, ","[1.0959, 0.0682, 0.046, 0.0294, 0.0274, 0.0153, 0.0107, 0.0085, 0.0062, 0.0]"
1050,"phone, 20, 91, 127, 92, 155, 3428, 778, 9825, 128","[0.0186, 0.0185, 0.0179, 0.0164, 0.0162, 0.0141, 0.0123, 0.0123, 0.0123, 0.0117]"
